"File name","What the patient should say"
"case-11/topic-toxicity-assessment-01.mp3","Yes. I’ve had vomiting and diarrhoea, and I’m hardly drinking. I’ve also taken ibuprofen, and my tremor and balance are worse."
"case-11/topic-toxicity-assessment-02.mp3","It’s been rough — vomiting, not drinking much, ibuprofen for the aches, and now my hands are shakier."
"case-11/topic-urgent-plan-01.mp3","Okay. I’ll get seen urgently today rather than just taking the tablets as usual."
"case-11/topic-urgent-plan-02.mp3","That sounds serious. I’ll go and get checked today, then."
"case-11/topic-interaction-explanation-01.mp3","I see — both dehydration and ibuprofen may have raised my lithium level."
"case-11/topic-interaction-explanation-02.mp3","I didn’t realise being unwell and the ibuprofen could push my lithium up like that."
"case-11/topic-teach-back-01.mp3","I’ll get urgent medical help now because the illness, ibuprofen, and my symptoms could mean lithium toxicity."
"case-11/topic-teach-back-repeat-01.mp3","I’ll get urgent medical help now because the illness, ibuprofen, and my symptoms could mean lithium toxicity."
"case-11/topic-invite-questions-01.mp3","I do have one more question before I go."
"case-11/topic-invite-questions-repeat-01.mp3","No, I think that covers everything. Thank you."
"case-12/opening-01.mp3","Hi, I’m here to pick up my Eliquis. Is it meant to be a stronger tablet this time?"
"case-12/concern-01.mp3","My old box was 2.5 milligrams. Why does this prescription say 5 milligrams?"
"case-12/patient-question-01.mp3","I use naproxen for arthritis. Can I keep taking it with Eliquis?"
"case-12/no-further-questions-01.mp3","No, I think that covers everything. Thank you."
"case-12/teach-back-not-ready-01.mp3","I’m not sure I could repeat that back yet. Could you go through the instructions with me first?"
"case-12/unknown-01.mp3","Could you explain what information you need about my blood thinner?"
"case-12/unknown-02.mp3","I’m not sure how that relates to this medicine. Could you explain it another way?"
"case-12/unknown-03.mp3","Sorry, I’m not quite following. Could you say that differently?"
"case-12/unknown-04.mp3","I didn’t quite understand that. Could you explain it more simply?"
"case-12/unknown-05.mp3","I’m not sure what you mean. Could you give me a little more detail?"
"case-12/intent-permission-to-ask-01.mp3","Of course. What would you like to ask me?"
"case-12/intent-permission-to-ask-02.mp3","Yes, that’s fine. Go ahead."
"case-12/intent-permission-to-ask-03.mp3","Sure, I’m happy to answer a few questions."
"case-12/intent-previous-use-01.mp3","I have been taking Eliquis 2.5 milligrams twice daily for atrial fibrillation."
"case-12/intent-previous-use-02.mp3","Yes, for a good while — the small 2.5 tablet, morning and night."
"case-12/intent-medical-conditions-01.mp3","I have atrial fibrillation and reduced kidney function."
"case-12/intent-medical-conditions-02.mp3","My heart rhythm problem — atrial fibrillation — and the doctor says my kidneys aren’t what they were."
"case-12/intent-current-symptoms-01.mp3","I have some easy bruising but no major bleeding, black stools, severe headache or weakness."
"case-12/intent-current-symptoms-02.mp3","I bruise easily these days, but there’s been no real bleeding or anything alarming."
"case-12/intent-side-effect-explanation-01.mp3","Okay, what should I do if that happens?"
"case-12/intent-side-effect-explanation-02.mp3","Thanks for explaining that. I’ll keep an eye out for it."
"case-12/intent-side-effect-explanation-03.mp3","All right. Is there anything that would mean I need urgent help?"
"case-12/intent-medicine-explanation-01.mp3","Okay, that helps me understand what it’s for."
"case-12/intent-medicine-explanation-02.mp3","Thanks, that makes sense now."
"case-12/intent-dosing-instruction-01.mp3","Okay, I understand how to take it."
"case-12/intent-dosing-instruction-02.mp3","Got it, thank you."
"case-12/intent-courtesy-close-01.mp3","Thanks for taking the time to explain everything. Bye."
"case-12/intent-courtesy-close-02.mp3","Thanks, I feel much clearer about the plan now."
"case-12/intent-courtesy-close-03.mp3","Thank you. I’ll follow the label and call the pharmacy if I’m unsure about anything."
"case-12/intent-negative-answer-01.mp3","Okay, I won’t. What should I do instead?"
"case-12/intent-negative-answer-02.mp3","All right. Could you tell me what I should do now?"
"case-12/intent-affirmative-answer-01.mp3","Okay, thanks for confirming that."
"case-12/intent-affirmative-answer-02.mp3","Good, that’s a relief."
"case-12/intent-acknowledgement-01.mp3","Okay. Is there anything else I should know?"
"case-12/intent-acknowledgement-02.mp3","All right, I’m listening."
"case-12/topic-introduction-01.mp3","Hi, yes. That would be really helpful."
"case-12/topic-introduction-02.mp3","Okay, I’m listening."
"case-12/topic-introduction-03.mp3","Great, thanks. Go ahead."
"case-12/topic-introduction-repeat-01.mp3","Yes, I’m still with you."
"case-12/topic-confirm-identity-01.mp3","Evelyn Scott. The Eliquis is for me."
"case-12/topic-confirm-identity-02.mp3","Evelyn Scott — the Eliquis is mine."
"case-12/topic-confirm-identity-repeat-01.mp3","Evelyn Scott. The Eliquis is for me."
"case-12/topic-confirm-age-01.mp3","My date of birth is 2 December 1942. I am 83."
"case-12/topic-confirm-age-02.mp3","2 December 1942 — I’m 83 now."
"case-12/topic-confirm-age-repeat-01.mp3","My date of birth is 2 December 1942. I am 83."
"case-12/topic-allergies-01.mp3","I have no known medicine allergies."
"case-12/topic-allergies-02.mp3","No, dear — no allergies that I’ve ever known."
"case-12/topic-allergies-repeat-01.mp3","I have no known medicine allergies."
"case-12/topic-current-medicines-01.mp3","I use naproxen most days for arthritis and take my other heart medicines."
"case-12/topic-current-medicines-02.mp3","My heart tablets, and naproxen most days for the arthritis."
"case-12/topic-current-medicines-repeat-01.mp3","I use naproxen most days for arthritis and take my other heart medicines."
"case-12/topic-dose-factors-01.mp3","It is for atrial fibrillation. I weigh 54 kilograms, my creatinine was 168, and my previous dose was 2.5 milligrams twice daily."
"case-12/topic-dose-factors-02.mp3","The heart rhythm. I’m only 54 kilos, my kidney number was 168 at the last test, and I’ve always had the 2.5 twice a day."
"case-12/topic-explain-hold-01.mp3","Please check it. I won’t switch to the stronger tablet until the doctor reviews the dose."
"case-12/topic-explain-hold-02.mp3","I did wonder about the bigger tablet. I’ll stay on my old ones until you hear from the doctor."
"case-12/topic-bleeding-interaction-01.mp3","I’ll have the naproxen reviewed and seek urgent help for major bleeding, black stools or a sudden severe headache."
"case-12/topic-bleeding-interaction-02.mp3","I see — the arthritis tablets and the blood thinner together. I’ll watch for any bleeding and get help fast."
"case-12/topic-teach-back-01.mp3","You’ll hold the 5 milligram Eliquis, check the dose and naproxen with my doctor, and then update me."
"case-12/topic-teach-back-repeat-01.mp3","You’ll hold the 5 milligram Eliquis, check the dose and naproxen with my doctor, and then update me."
"case-12/topic-invite-questions-01.mp3","I do have one more question before I go."
"case-12/topic-invite-questions-repeat-01.mp3","No, I think that covers everything. Thank you."
"case-13/opening-01.mp3","Hi, I was just wondering if my two diabetes medicines are ready yet?"
"case-13/concern-01.mp3","These new ones are a lot bigger than my old tablets. Can I halve them to get them down?"
"case-13/patient-question-01.mp3","Do I need to worry about my sugar dropping too low on these?"
"case-13/no-further-questions-01.mp3","No, I think that covers everything. Thank you."
"case-13/teach-back-not-ready-01.mp3","I’m not sure I could repeat that back yet. Could you go through the instructions with me first?"
"case-13/unknown-01.mp3","Could you explain how that applies to my diabetes tablets?"
"case-13/unknown-02.mp3","I’m not sure how that relates to this medicine. Could you explain it another way?"
"case-13/unknown-03.mp3","Sorry, I’m not quite following. Could you say that differently?"
"case-13/unknown-04.mp3","I didn’t quite understand that. Could you explain it more simply?"
"case-13/unknown-05.mp3","I’m not sure what you mean. Could you give me a little more detail?"
"case-13/intent-permission-to-ask-01.mp3","Of course. What would you like to ask me?"
"case-13/intent-permission-to-ask-02.mp3","Yes, that’s fine. Go ahead."
"case-13/intent-permission-to-ask-03.mp3","Sure, I’m happy to answer a few questions."
"case-13/intent-previous-use-01.mp3","I have been on metformin for a couple of years. The sitagliptin is the new addition."
"case-13/intent-previous-use-02.mp3","The metformin is not new to me, but I have never taken the sitagliptin before."
"case-13/intent-medical-conditions-01.mp3","Just the type 2 diabetes. My kidneys were fine at my last check."
"case-13/intent-medical-conditions-02.mp3","I have type 2 diabetes. That’s the only condition my doctor is managing."
"case-13/intent-current-symptoms-01.mp3","I feel well. No shakiness, sweating or dizzy spells."
"case-13/intent-current-symptoms-02.mp3","Nothing unusual — no hypos or stomach trouble at the moment."
"case-13/intent-side-effect-explanation-01.mp3","Okay, what should I do if that happens?"
"case-13/intent-side-effect-explanation-02.mp3","Thanks for explaining that. I’ll keep an eye out for it."
"case-13/intent-side-effect-explanation-03.mp3","All right. Is there anything that would mean I need urgent help?"
"case-13/intent-medicine-explanation-01.mp3","Okay, that helps me understand what it’s for."
"case-13/intent-medicine-explanation-02.mp3","Thanks, that makes sense now."
"case-13/intent-dosing-instruction-01.mp3","Okay, I understand how to take it."
"case-13/intent-dosing-instruction-02.mp3","Got it, thank you."
"case-13/intent-courtesy-close-01.mp3","Thanks for taking the time to explain everything. Bye."
"case-13/intent-courtesy-close-02.mp3","Thanks, I feel much clearer about the plan now."
"case-13/intent-courtesy-close-03.mp3","Thank you. I’ll follow the label and call the pharmacy if I’m unsure about anything."
"case-13/intent-negative-answer-01.mp3","Okay, I won’t. What should I do instead?"
"case-13/intent-negative-answer-02.mp3","All right. Could you tell me what I should do now?"
"case-13/intent-affirmative-answer-01.mp3","Okay, thanks for confirming that."
"case-13/intent-affirmative-answer-02.mp3","Good, that’s a relief."
"case-13/intent-acknowledgement-01.mp3","Okay. Is there anything else I should know?"
"case-13/intent-acknowledgement-02.mp3","All right, I’m listening."
"case-13/topic-introduction-01.mp3","Hi, yes. That would be really helpful."
"case-13/topic-introduction-02.mp3","Okay, I’m listening."
"case-13/topic-introduction-03.mp3","Great, thanks. Go ahead."
"case-13/topic-introduction-repeat-01.mp3","Yes, I’m still with you."
"case-13/topic-confirm-identity-01.mp3","Christopher Carruthers. Both are for me."
"case-13/topic-confirm-identity-02.mp3","Christopher Carruthers — they’re both mine."
"case-13/topic-confirm-identity-repeat-01.mp3","Christopher Carruthers. Both are for me."
"case-13/topic-confirm-age-01.mp3","My date of birth is 8 January 1978."
"case-13/topic-confirm-age-02.mp3","8 January 1978."
"case-13/topic-confirm-age-repeat-01.mp3","My date of birth is 8 January 1978."
"case-13/topic-allergies-01.mp3","No allergies to any medicines."
"case-13/topic-allergies-02.mp3","None that I know of."
"case-13/topic-allergies-repeat-01.mp3","No allergies to any medicines."
"case-13/topic-current-medicines-01.mp3","Only these two for the diabetes. No vitamins or anything over the counter."
"case-13/topic-current-medicines-02.mp3","Just the metformin and the new sitagliptin — nothing else."
"case-13/topic-current-medicines-repeat-01.mp3","Only these two for the diabetes. No vitamins or anything over the counter."
"case-13/topic-two-item-orientation-01.mp3","Right, so they are two different tablets doing two different jobs."
"case-13/topic-two-item-orientation-02.mp3","Good — I did wonder whether they were the same thing in two boxes."
"case-13/topic-metformin-xr-admin-01.mp3","Okay, I’ll swallow them whole and won’t break them up."
"case-13/topic-metformin-xr-admin-02.mp3","Okay, so the big ones go down whole even though they’re a mouthful."
"case-13/topic-metformin-gi-advice-01.mp3","I’ll take them with meals then."
"case-13/topic-metformin-gi-advice-02.mp3","Good to know — I’ll have them with dinner to settle my stomach."
"case-13/topic-sitagliptin-dose-01.mp3","One a day for the sitagliptin. Simple enough."
"case-13/topic-sitagliptin-dose-02.mp3","Got it — just the one sitagliptin daily."
"case-13/topic-hypo-advice-01.mp3","So shaky or sweaty means I get some sugar into me quickly."
"case-13/topic-hypo-advice-02.mp3","I’ll keep something sweet handy just in case."
"case-13/topic-diabetes-red-flags-01.mp3","I’ll get seen straight away if I get bad stomach pain or any swelling."
"case-13/topic-diabetes-red-flags-02.mp3","Okay, severe pain or swelling means I need urgent help."
"case-13/topic-teach-back-01.mp3","I’ll take four metformin daily with food, swallowed whole, and one sitagliptin a day. If I go shaky or sweaty I’ll have some sugar, and bad stomach pain means urgent help."
"case-13/topic-teach-back-repeat-01.mp3","I’ll take four metformin daily with food, swallowed whole, and one sitagliptin a day. If I go shaky or sweaty I’ll have some sugar, and bad stomach pain means urgent help."
"case-13/topic-invite-questions-01.mp3","I do have one more question before I go."
"case-13/topic-invite-questions-repeat-01.mp3","No, I think that covers everything. Thank you."
